track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,intrumentalness,liveness,valence,tempo,time_signature,track_popularity,artist_popularity,duration_min,pop_label
2zhGnnDewN4kBsVzbqjBtX,0.492,0.901,2,-7.03,1,0.045,0.00139,0.0486,0.186,0.104,143.014,4,35,65,3.4822166666666665,0
31JhTEAWmmhZIZTm40pQZr,0.53,0.994,2,-9.629,0,0.0615,0.000592,0.00708,0.364,0.681,139.992,4,34,65,3.783333333333333,0
2Ec88bogf5eEfappNAktH5,0.425,0.926,8,-3.269,0,0.114,0.0146,1.62e-05,0.161,0.376,150.038,4,22,65,3.2,0
18WbtWE54bmv9Hp1Yo1SUc,0.512,0.994,9,-4.497,1,0.0609,0.00132,0.00773,0.14,0.681,143.986,4,16,65,3.7504333333333335,0
3mD50iVTxhTs3RVEHkGrxv,0.57,0.957,10,-2.417,0,0.0883,0.00123,0.029,0.412,0.419,170.032,4,59,67,3.02585,0
53pZ8y3yMYUNpclGwIufu0,0.791,0.86,2,-8.282,1,0.0451,0.118,0.105,0.0614,0.906,122.3,4,63,63,4.262666666666667,0
4LFwNJWoj74Yd71fIr1W8x,0.395,0.252,0,-13.589,1,0.0301,0.8,0.0,0.101,0.126,177.679,4,78,64,4.40555,2
1ntKYuqLlmV3sTZoNyeHhM,0.676,0.582,7,-10.345,0,0.0258,0.175,0.00396,0.0672,0.648,124.838,4,65,64,5.28845,0
2iXH35MhsqO5Ry8a7iptpJ,0.582,0.467,10,-12.597,1,0.0391,0.12,0.0,0.298,0.879,165.21,4,60,64,4.51155,0
2cG2bZy32qIxWVbFrobSQ1,0.54,0.64,8,-8.557,1,0.0251,0.114,0.000685,0.245,0.523,97.033,4,58,64,5.298883333333333,0
3F2YXxSOC9dPmxXdrh6mYl,0.353,0.207,0,-14.718,0,0.0306,0.656,0.0,0.0874,0.184,144.539,4,56,64,5.267333333333333,0
5j1zOOvkxxe4uZZ2Jgl8r4,0.548,0.704,8,-13.061,1,0.0402,0.0751,0.00051,0.0463,0.682,169.119,4,52,64,4.1706666666666665,0
4V87hYB94wu8DFtd901riK,0.572,0.914,8,-8.436,1,0.0311,0.0717,0.00776,0.319,0.843,108.991,4,46,64,4.241116666666667,0
4ujVRZd9HdjepbpWSddABF,0.673,0.765,5,-10.615,1,0.0256,0.0439,3.43e-05,0.107,0.779,98.241,4,45,64,4.692216666666667,0
6exVWorXc8lFp06wZgagKM,0.427,0.438,10,-8.884,0,0.0311,0.525,0.0,0.118,0.0636,140.823,4,33,64,3.71,0
4TFNKnMWjcMWzpkSwQrrcu,0.626,0.597,3,-5.094,0,0.0991,0.0167,6.2e-06,0.109,0.883,174.958,4,74,89,2.764666666666667,2
14246VCxRDGZHqlMlqWSz4,0.601,0.938,1,-4.382,1,0.282,0.0225,0.0,0.0508,0.762,87.129,4,57,72,3.1710166666666666,0
3rSiXFJlhhhy36761mj9js,0.572,0.85,3,-4.475,1,0.197,0.0893,0.0,0.191,0.797,96.335,4,48,64,2.299916666666667,0
3TPvrMAd1hbPRXuHCRX0Pl,0.446,0.764,2,-6.479,1,0.181,0.057,0.0,0.141,0.576,152.604,4,76,57,5.2824,1
6JFfOp1LTXnyDCTfHlOc9j,0.656,0.469,3,-15.941,0,0.0281,0.0223,0.00866,0.0475,0.66,110.037,4,63,58,3.959333333333333,0
5GYzxG9pPDGOBiQrynxjQm,0.704,0.466,11,-6.931,0,0.0311,0.0395,7.78e-06,0.095,0.872,110.199,4,61,58,4.055783333333333,0
2hTXUPiLY6GyUxESfOSKpL,0.565,0.67,11,-13.777,0,0.032,0.0808,0.466,0.0518,0.253,95.027,4,59,58,5.06,0
4THzr64QrwuyF81sEObRR0,0.703,0.759,2,-8.97,0,0.03,0.229,0.000126,0.119,0.873,139.928,4,36,58,4.787333333333334,0
7n0lp1r1yHYXN2jZvqzbAI,0.689,0.722,7,-8.575,1,0.0313,0.0034,0.041,0.0488,0.97,123.145,4,54,58,3.5191,0
3lGyt8enqenwyqXihI6AVr,0.634,0.623,9,-8.855,0,0.0258,0.000449,0.0108,0.0649,0.867,134.994,4,52,58,4.501116666666666,0
4XHQyvbrBsQaaBUW1VvmsL,0.851,0.849,1,-3.383,0,0.0828,0.497,2.05e-06,0.116,0.844,120.014,4,75,63,4.97955,2
5IweeQZdY5XEzStLzUJG5t,0.78,0.634,1,-5.941,1,0.16,0.0199,2.98e-05,0.29,0.754,125.25,4,69,63,5.075116666666666,1
3vBv2Tp0kHyBDUBZJr9GXQ,0.75,0.849,0,-3.097,1,0.264,0.0803,0.0,0.333,0.771,89.501,4,66,63,4.35155,0
785t3poQsvdkSeH5xGA9R4,0.745,0.858,9,-2.221,1,0.237,0.28,0.0,0.188,0.547,89.983,4,60,63,4.158883333333334,0
3WgTbafC5uRpdQdFndQYxE,0.857,0.706,7,-3.082,1,0.159,0.00539,0.00259,0.117,0.322,95.722,4,61,63,5.896,0
08TchR5zJ1M9TgcGAYe4cd,0.878,0.544,9,-4.618,0,0.284,0.0981,0.0,0.198,0.546,135.987,4,52,63,5.949333333333334,0
3SNIM6IPegio1UqXCYAhoc,0.73,0.798,1,-4.105,0,0.209,0.0785,0.0,0.339,0.448,82.986,4,52,63,4.042,0
2XTGgYVwL96mQ9pUNAIQZF,0.685,0.765,10,-3.712,0,0.271,0.224,0.0,0.103,0.523,84.915,4,50,63,4.612883333333333,0
4ewveBhsiWWexO614gPy9z,0.742,0.621,9,-5.133,0,0.0698,0.161,0.0,0.119,0.574,81.994,4,51,75,2.6696833333333334,0
1fi9cZSvHWP7z6N8HihILu,0.883,0.799,4,-6.485,0,0.189,0.115,0.0,0.23,0.813,99.993,4,53,64,3.493583333333333,0
6mz1fBdKATx6qP4oP1I65G,0.749,0.605,8,-9.359,0,0.086,0.00186,0.0381,0.115,0.966,142.024,4,73,63,4.19555,2
6QHXcb0eFwOKZOZ9bOFmxm,0.775,0.652,0,-9.906,1,0.152,0.00757,0.000598,0.105,0.922,143.08,4,68,55,3.3007,2
2zbjlcLi1VQWqDNYdhyx1l,0.733,0.395,6,-11.959,0,0.0366,0.279,2.37e-06,0.468,0.661,96.085,4,70,63,4.601116666666667,1
0Uyh92tLyb9JawG8lmWCzJ,0.562,0.594,3,-4.578,0,0.0558,0.318,0.0,0.311,0.423,62.876,4,70,63,4.42555,1
5FR54UnizyI8pE5E9Zb0Dt,0.544,0.648,8,-8.079,0,0.29,0.0068,0.000919,0.503,0.956,142.026,4,63,63,5.413333333333333,2
5ojJNnX5ND2gMGojPd3NiO,0.691,0.541,1,-5.873,1,0.0776,0.508,0.0,0.0753,0.319,127.683,4,62,63,4.055116666666667,0
6De63WRULDaa1fxOyLilnv,0.622,0.573,1,-6.934,0,0.0547,0.26,0.0,0.173,0.617,127.132,4,53,63,4.324883333333333,0
1iIsl8Z9WG4V5DarICRCja,0.833,0.338,5,-12.831,1,0.127,0.0375,0.0,0.0459,0.73,81.822,4,49,63,4.3277833333333335,0
2KIxyCvBR4u1f9B2IRdlXX,0.661,0.422,8,-6.918,0,0.0282,0.0881,3.03e-06,0.164,0.426,117.006,4,47,63,4.022883333333334,0
6E3UgZgGHM252JCNH7qYSV,0.584,0.586,7,-9.147,1,0.0572,0.788,0.0,0.131,0.34,85.027,4,61,63,3.25845,0
1aJnGme5ZRltYTp8FJ52eZ,0.865,0.505,7,-11.813,1,0.102,0.0631,0.0151,0.102,0.475,123.102,4,68,63,5.02,0
29rQJydAlO0uMyWvRIZxQg,0.703,0.7,5,-6.789,1,0.0693,0.302,0.471,0.0718,0.582,97.675,4,68,63,4.41845,0
1EhvYd5e7vkoN3udEN1Vyl,0.752,0.364,7,-10.375,1,0.277,0.0177,0.000306,0.278,0.534,89.842,4,66,63,4.029333333333334,0
0IaMMHVbpJ0LrRAeigWOXr,0.359,0.287,0,-9.51,1,0.0303,0.882,0.00607,0.186,0.189,130.135,4,58,63,3.78555,0
2yOm4lN7aTygtXanJFNFWU,0.571,0.232,10,-11.309,1,0.0699,0.604,0.000246,0.119,0.207,128.785,4,59,63,7.136666666666667,0
4LD5dhQ3kqpqe14sGPDtBC,0.805,0.942,0,-6.584,1,0.0905,0.0745,1.46e-05,0.415,0.608,106.525,4,61,80,4.638216666666667,2
1G32fy7VMCDLl92iGXvBEm,0.714,0.67,8,-6.053,0,0.0445,0.341,1.89e-06,0.0772,0.771,82.008,4,59,63,3.40445,0
4FTq81I0X4J6y9X06GcZIN,0.774,0.496,7,-8.144,0,0.0498,0.186,0.0,0.542,0.452,125.137,4,58,63,5.292666666666666,0
3mJ6pNcFM2CkykCYSREdKT,0.759,0.639,9,-11.386,1,0.0425,0.084,0.0331,0.0518,0.706,116.207,4,57,63,3.924883333333333,0
2tOZtdbkAMQASWokLvSlzj,0.828,0.792,10,-5.435,0,0.179,0.182,0.0,0.281,0.777,134.199,4,69,64,3.8893333333333335,0
1boHm9rjmvzxpJASd9dnGK,0.561,0.764,2,-6.645,0,0.138,0.373,0.0,0.157,0.598,145.158,4,62,64,3.5357833333333333,0
69Rq57lrGf5syykFBNi3g4,0.9,0.656,8,-7.218,0,0.222,0.43,0.0,0.189,0.288,106.948,4,60,64,4.2,0
7CisLSqtKbDw2VtpN6IuLw,0.846,0.774,1,-5.131,1,0.0509,0.00752,0.0,0.207,0.375,120.012,4,54,64,3.3666666666666667,0
1RqV6dET5SZHKl8KbxnCtB,0.83,0.641,7,-10.902,1,0.13,0.176,0.0,0.392,0.614,119.968,4,55,64,4.270583333333334,0
7zIxcV689lVTl924lAf9Kn,0.668,0.724,7,-5.953,1,0.0536,0.00551,0.0,0.218,0.318,148.522,4,49,64,3.68955,0
3mTOTW2KnH9pJlpy5o3cJK,0.785,0.834,5,-6.336,0,0.0658,0.045,0.0,0.0777,0.686,133.945,4,58,65,3.16045,0
6Aowha0iKFBSVjIGGyzH1Z,0.655,0.853,5,-6.412,0,0.164,0.0188,1.91e-05,0.246,0.541,120.028,4,55,65,3.2586666666666666,0
2lMg3lCMOGistaWBNGjuT3,0.907,0.625,1,-5.557,1,0.198,0.0042,0.0,0.151,0.605,99.918,4,67,62,2.7188833333333333,1
5K5dQsYdSdo2LKdepxbYAd,0.902,0.41,1,-5.31,1,0.219,0.176,0.0,0.119,0.647,84.07,4,63,62,5.69045,0
4XiZFtOlgXYtrp88tGNnk8,0.88,0.558,9,-10.426,1,0.217,0.121,3.35e-05,0.119,0.597,89.024,4,57,62,6.021116666666667,0
4WB7xBnZi6wg2PsMW1G10i,0.886,0.428,11,-5.555,0,0.0473,0.000317,0.000565,0.34,0.657,107.02,4,1,62,5.335566666666667,0
0VeY09ocN1OPvmvKrRd5q3,0.567,0.692,0,-5.113,1,0.215,0.0218,0.0,0.0868,0.215,178.415,4,48,62,4.269666666666667,0
2cUKBUN66IsL9lc8PdISQY,0.743,0.858,7,-5.836,1,0.0369,0.142,5.78e-06,0.311,0.917,104.815,4,56,64,3.911783333333333,0
7xQdrZO18sSodsnJ7XCqto,0.795,0.958,7,-1.674,1,0.116,0.17,1.34e-06,0.251,0.927,110.977,4,6,87,3.027033333333333,0
6EoTrvWVUsquuGk9xkMghq,0.467,0.378,7,-12.318,1,0.0298,0.649,0.0,0.199,0.839,94.959,4,1,63,1.8505833333333328,0
2vDaSr8NzCzG2rFtqup2Kq,0.472,0.172,9,-18.132,0,0.0449,0.809,0.0,0.103,0.504,106.875,4,58,63,3.08845,0
37soQoNhEEIrhhYgHWK1xU,0.606,0.52,8,-11.312,1,0.036,0.0356,0.000628,0.354,0.765,93.449,4,58,73,2.308883333333333,0
0LIxJkq7caYmgbawjgEqMn,0.551,0.667,3,-10.723,1,0.041,0.177,0.0,0.145,0.446,78.943,4,44,73,2.318216666666667,0
1hgTF2XaLpPBSgmmHIL0ra,0.788,0.52,5,-11.92,0,0.0869,0.695,1.15e-05,0.0743,0.869,122.849,4,48,73,2.437116666666667,0
1gQsnhxmvNtqnH1hcmRALk,0.595,0.245,3,-14.76,1,0.033,0.253,1.15e-05,0.0687,0.364,78.955,4,48,73,2.772883333333333,0
41xksxMitE9ToNL33Tlcnn,0.561,0.73,1,-2.408,1,0.0321,0.774,0.0,0.18,0.706,115.045,4,41,66,2.9768833333333333,0
4HbGWKUGE4kZveaZ4IJOXQ,0.688,0.825,11,-4.988,0,0.274,0.18,0.0,0.0699,0.439,81.0,4,54,62,3.2190666666666665,0
2GjokMnSVdkNXzuk6uL090,0.688,0.563,10,-4.309,1,0.0292,0.21,0.0,0.125,0.768,76.204,4,62,64,3.17955,0
1InGWsgNYr5cYTE4JWqGqu,0.792,0.592,4,-7.45,1,0.0317,0.42,0.0151,0.097,0.942,102.035,4,68,67,3.994883333333333,2
7I7Cs5Xr776qavPMjNJknC,0.697,0.647,1,-7.393,1,0.0271,0.134,0.000941,0.0792,0.928,102.063,4,66,67,3.773116666666666,2
6w3FAwkini64T734a7rct9,0.692,0.786,8,-4.016,0,0.282,0.638,0.0,0.108,0.737,85.033,4,16,12,3.766466666666666,0
18PpqGGyyuY29g3QNPFPGf,0.57,0.743,7,-4.496,1,0.156,0.0333,0.0,0.372,0.563,85.026,4,32,64,3.5047166666666665,0
4BtjWAnJUIBV6tX5dnzawL,0.778,0.482,5,-9.46,1,0.19,0.571,0.000114,0.202,0.744,96.01,4,37,66,3.67555,0
3WCB9lBIEjkxYK6GJxi2Nq,0.697,0.725,1,-8.227,0,0.212,0.00191,0.000199,0.158,0.393,94.854,4,31,57,4.528216666666666,0
76eCC3r9jrVDsQnfAqQNH4,0.645,0.674,4,-10.094,0,0.0348,0.408,2.22e-06,0.0963,0.503,140.003,4,59,66,4.333333333333333,0
3vqJY3pVELLIxqXXyI08yr,0.675,0.582,9,-8.891,1,0.0277,0.661,5.56e-06,0.0854,0.538,120.991,4,60,79,4.716216666666667,0
0QBuP7vvKyoGAMlUBDJVWn,0.676,0.702,6,-8.891,0,0.0455,0.255,1.99e-05,0.114,0.627,113.006,4,60,79,4.272666666666667,0
2LcXJP95e4HKydTZ2mYfrx,0.56,0.604,8,-8.732,1,0.0866,0.315,1.12e-06,0.176,0.75,84.784,4,73,64,4.6929,2
5KNuHsIeFtD0oukst77hBi,0.548,0.737,0,-7.865,1,0.0386,0.458,0.00806,0.091,0.412,119.961,4,58,64,6.072166666666667,0
3KmqCi6VD4IkonTDO1LRge,0.642,0.493,0,-9.618,0,0.0325,0.163,0.000796,0.111,0.281,120.019,4,60,74,4.946,0
6fP7zEaXUaGmzTDyvA79Ng,0.649,0.57,9,-6.17,0,0.029,0.174,1.01e-05,0.496,0.506,110.061,4,58,85,4.397116666666666,0
5siwoDxCGDYnmfWV5SlUpE,0.671,0.884,6,-9.267,0,0.0586,0.414,0.00015,0.0701,0.933,119.574,4,55,65,3.386216666666667,0
38MBgJc4k6LXvzvlD2tnEx,0.725,0.952,5,-8.588,1,0.066,0.702,0.00137,0.282,0.823,108.235,4,48,65,3.4106666666666667,0
1R0GOPjljIJ997WnDXWW88,0.481,0.692,8,-10.038,1,0.057,0.76,0.000694,0.178,0.487,97.92,4,47,65,3.85155,0
63JOnZasMIJQSCiwqXpsTl,0.457,0.369,4,-12.515,0,0.0353,0.889,0.0111,0.231,0.868,80.214,4,43,65,3.8366666666666656,0
4Rvhe8O90hFIExTJkdrRPM,0.456,0.822,11,-9.069,0,0.0488,0.533,3.05e-05,0.103,0.531,102.131,4,49,65,5.779333333333334,0
53jB3gzKeMyvWWwmdqDq7S,0.508,0.6,6,-10.426,0,0.0385,0.824,0.000401,0.121,0.586,91.722,4,42,65,3.6193333333333335,0
6QvVTzCv70hwn4XyRnobGi,0.434,0.458,0,-11.457,0,0.0479,0.261,0.00869,0.173,0.547,146.768,4,49,62,4.793033333333334,0
21YxK0klhpfLW8budkJaMF,0.383,0.97,9,-5.638,1,0.0435,0.0276,0.0,0.0942,0.62,101.603,4,66,60,5.2321,0
6ZAwEE4kTdtvyE66iRhFxR,0.59,0.851,4,-11.754,1,0.0297,0.0174,0.0975,0.154,0.968,146.213,4,63,60,3.63845,0
1ojRut8t5RYNmLpJkEdJ3V,0.758,0.669,1,-3.838,1,0.0388,0.00659,0.0,0.0657,0.96,132.51,4,60,78,2.8650166666666665,0
6sFpmdsk4UDMcDWdy4T1Kc,0.624,0.585,7,-10.812,1,0.03,0.0414,2.08e-05,0.0467,0.646,144.251,4,62,60,4.2248833333333335,0
6OGIBcJV5qV1FF5uiofnX0,0.521,0.884,10,-5.354,0,0.0387,0.000156,0.0191,0.0837,0.465,124.051,4,45,60,4.23155,0
59QajhlzAmlJ1wIRwzLxv8,0.548,0.926,5,-3.919,1,0.0855,0.000545,0.226,0.108,0.472,154.957,4,38,60,3.8958666666666666,0
5JngFjxkVIvlGSsHgUME7B,0.391,0.985,8,-2.806,1,0.158,9.2e-06,0.0,0.115,0.199,75.013,4,39,60,3.0097666666666667,0
2nOlu2nR0TzDooI0zc8HXj,0.474,0.67,0,-6.846,1,0.0299,0.00964,0.407,0.124,0.262,81.921,4,41,60,3.7861166666666666,0
6XMvpM1luxKj9gCwvifL2D,0.543,0.925,1,-3.822,1,0.0394,0.0257,0.00333,0.166,0.502,110.07,4,34,60,4.134933333333334,0
3ZYO0HGRFFdAGeb8o7F9KC,0.631,0.713,5,-7.124,1,0.0311,0.00204,0.000344,0.414,0.891,130.949,4,73,63,3.54845,2
3mWpUEBYnv9SIFWfixSJFx,0.729,0.78,5,-7.604,1,0.0631,0.114,0.106,0.0759,0.795,111.833,4,71,63,4.566666666666666,2
1Xf1lWBSml62NG1du3Ro14,0.564,0.327,9,-14.63,1,0.0494,0.166,3.45e-05,0.149,0.309,74.948,4,65,63,4.81845,0
75pBjCi8cxfkp4xd68uo6O,0.537,0.812,10,-6.257,1,0.0472,0.0149,0.0,0.153,0.752,99.323,4,65,63,3.50645,0
7LaCgCP7FCol0RYwMDQKwK,0.771,0.659,10,-12.311,1,0.0688,0.175,0.0356,0.179,0.742,110.698,4,62,63,4.042883333333333,0
5dXJ1SoksFkgdx3yxIoYNO,0.678,0.571,5,-9.51,1,0.0353,0.00389,0.0862,0.183,0.765,130.285,4,61,63,4.607783333333333,0
3pepZAOvUCBt3qWi9Ax6Aq,0.615,0.804,2,-11.04,0,0.0752,0.0823,0.0,0.085,0.932,85.164,4,60,63,4.84445,0
1QR3Wcba5NBidmxEE8DW3w,0.606,0.486,7,-13.553,0,0.041,0.0111,0.00145,0.0757,0.809,87.567,4,59,63,7.191783333333333,0
3O48gtvD20jxiNtT7tWr4C,0.666,0.583,6,-13.698,0,0.0284,4.53e-05,0.286,0.0772,0.746,114.851,4,59,63,3.49845,0
097OvOx07eXC4UmdnywvoE,0.625,0.869,2,-9.467,0,0.0293,0.0246,0.0626,0.093,0.89,114.223,4,53,63,3.657333333333333,0
1Ug5wxoHthwxctyWTUMGta,0.59,0.829,0,-5.649,1,0.0419,0.0601,3.99e-05,0.19,0.704,144.099,4,74,63,3.21845,1
21rpBPAlXAvBavvu5kCQzs,0.618,0.811,11,-6.654,1,0.0322,0.00245,0.199,0.0779,0.779,100.01,4,57,63,3.19555,0
7fmJGzyvOcbh6UANsH8Cp6,0.64,0.789,0,-6.691,1,0.0359,0.0338,0.00388,0.53,0.311,97.539,4,71,63,4.027333333333333,2
3AA8xNhDC0MpqwkGX3EP5V,0.755,0.553,6,-9.449,0,0.107,0.0492,0.00607,0.0646,0.836,119.7,4,67,63,4.443333333333333,0
2Xl9SgLTp16bHEVdmUuJPi,0.671,0.736,8,-6.705,1,0.0344,0.0547,0.00381,0.111,0.89,141.967,4,53,63,4.111783333333333,0
2THkQauDWMvJgXFGPY4iKB,0.622,0.75,9,-6.367,0,0.0445,0.0625,0.000133,0.127,0.905,141.324,4,59,63,3.29955,0
5DAkzBJ48N7z6lwY4eZ0PP,0.705,0.636,6,-5.734,1,0.0274,0.00784,9.16e-05,0.221,0.63,112.025,4,50,63,3.4073333333333333,0
0rZQyxhJgVBSHXEyr7LDlg,0.45,0.48,4,-11.14,1,0.164,0.117,0.0658,0.11,0.352,99.939,4,46,63,3.937333333333333,0
3cczdpndCyT8IpH5cm1IbJ,0.724,0.7,1,-6.571,0,0.043,0.0535,0.108,0.0851,0.935,126.045,4,53,63,2.8673333333333333,0
29ceu4GvNpnHSfLeBL4O7W,0.641,0.628,11,-7.27,1,0.0351,0.0208,0.000309,0.125,0.946,150.948,4,62,63,2.797333333333333,0
0AOmbw8AwDnwXhHC3OhdVB,0.531,0.638,11,-5.145,0,0.0809,0.00409,0.0,0.0822,0.445,164.079,4,75,64,3.9483,2
1qUHD9oPIMFHKpR12NY2KC,0.531,0.887,5,-4.417,0,0.0329,0.00261,0.000512,0.0657,0.626,104.055,4,71,64,3.861083333333333,2
1RXoCep9hxApPfx8UFsGZk,0.465,0.813,7,-4.321,1,0.0841,0.00281,0.0,0.0464,0.614,148.029,4,68,64,3.28955,0
33MnSYLvtOrbj5zwfioEiH,0.457,0.669,6,-5.792,0,0.0288,0.0296,0.0,0.142,0.312,93.987,4,67,64,3.7072666666666665,1
3WG3wFBe9NgkWB1mNGE6fJ,0.593,0.85,11,-6.341,1,0.0411,0.000315,1.52e-06,0.067,0.467,125.027,4,65,64,3.92815,0
1591zSWxS0xqHniiIDowDQ,0.642,0.86,2,-4.888,1,0.0561,0.000608,0.0,0.306,0.625,120.059,4,64,64,4.1021833333333335,0
3b6uenXXbpCRxXyzFzWi3J,0.561,0.774,7,-3.622,0,0.0737,0.000369,2.36e-06,0.0469,0.903,164.008,4,61,64,2.987116666666666,0
5tXPbEbEouMSEbqQHO0qQa,0.531,0.836,11,-5.204,0,0.101,0.00109,0.0,0.0447,0.637,169.171,4,59,64,3.4782166666666665,0
61nJplehv0WVUKMQX0pd8O,0.61,0.663,4,-5.871,0,0.0322,0.00235,0.0,0.269,0.33,120.027,4,57,64,4.0462,0
6MEc4axsWAJsOxu7ySKsHT,0.601,0.911,9,-3.585,1,0.0406,0.00368,0.0,0.094,0.518,115.047,4,57,64,3.866,0
5PntSbMHC1ud6Vvl8x56qd,0.654,0.611,2,-10.45,1,0.119,0.0337,0.000178,0.405,0.786,85.387,4,74,65,3.9166666666666665,2
3oP3Tfn86FRmxAGsV0TqCp,0.75,0.856,2,-5.802,1,0.0457,0.0778,3.65e-05,0.117,0.94,130.034,4,59,77,3.01715,0
01MBhRpvFkbeRwAp7gcF2W,0.624,0.959,11,-6.253,0,0.0769,0.00133,0.171,0.101,0.69,95.794,4,59,65,3.3726666666666665,0
29i8axWOLDmgbiutJb9prB,0.611,0.577,0,-8.728,1,0.0297,0.26,0.000807,0.467,0.214,119.877,4,58,65,3.789333333333333,0
0wSmZykDgah7GfaUNZUZCb,0.601,0.946,4,-2.298,0,0.0656,0.0661,1.12e-05,0.388,0.58,141.929,4,59,71,3.4688833333333333,0
14zhqtMI5xHrfCFCLhFcsn,0.582,0.938,1,-5.726,0,0.0392,0.000733,0.0202,0.0841,0.8,113.999,4,57,65,5.24145,0
2iWfZFAF8BCi0CY4NyuP8D,0.603,0.909,11,-4.213,0,0.0385,0.109,0.249,0.329,0.7,168.116,4,64,65,2.9486666666666665,0
28AgTOIZke8nitD0NNeb3G,0.635,0.909,1,-4.796,0,0.0553,0.00384,0.0852,0.239,0.639,110.005,4,55,65,3.1741333333333333,0
65tH2GPMFCt8JtM2PM3MiX,0.55,0.377,4,-9.933,1,0.0254,0.442,0.0955,0.126,0.261,113.608,4,54,65,5.329783333333333,0
4t8tx6o7oM6Ax66ZUU361y,0.536,0.446,9,-14.98,1,0.029,0.833,0.0103,0.106,0.707,133.785,4,69,65,2.5771166666666665,1
1O0xeZrBDbq7HPREdmYUYK,0.697,0.676,7,-10.742,1,0.0402,0.706,0.0,0.0824,0.852,148.072,4,70,65,3.037333333333333,1
51ueZKM83MTRv9rgiDfI6Y,0.661,0.518,6,-10.061,0,0.0319,0.621,1.78e-05,0.0953,0.776,127.266,4,66,65,2.846,0
5yrsBzgHkfu2idkl2ILQis,0.705,0.581,11,-11.379,0,0.0455,0.607,1.52e-05,0.117,0.967,163.24,4,65,65,3.0773333333333333,0
7xZJ5jmPtITfHtgT3L4tfK,0.508,0.483,0,-13.71,1,0.0586,0.359,0.000357,0.087,0.749,164.596,4,62,65,2.4122166666666667,0
3pnA5QZo2MprFEv25YEF9C,0.495,0.63,4,-11.331,1,0.0502,0.527,0.0,0.223,0.814,169.112,4,60,65,2.8490333333333333,0
4ZpW3yAhj9ELYRpYqUnE68,0.535,0.233,7,-14.728,1,0.0382,0.643,3.98e-05,0.186,0.466,122.926,4,58,65,2.1333333333333333,0
2ZaL63zLMDr6H18El2EIt9,0.757,0.637,10,-9.451,0,0.0432,0.0668,0.485,0.191,0.429,121.009,4,64,63,4.046216666666667,0
1mRTSIs40qa2L7omBzQd1u,0.601,0.558,4,-8.353,0,0.0441,0.32,0.375,0.0732,0.416,92.948,4,62,63,3.8253333333333335,0
7aLYQgzGLy8duSSdTJa1ik,0.658,0.576,10,-10.976,0,0.036,0.0913,0.393,0.107,0.593,114.029,4,58,63,4.75155,0
622fSIVOm6SPcLPNOoYeJn,0.6,0.314,4,-9.109,0,0.0351,0.791,0.419,0.0681,0.201,126.948,4,58,63,3.769116666666666,0
3cfOd4CMv2snFaKAnMdnvK,0.731,0.867,11,-5.881,1,0.032,0.0395,0.0,0.0861,0.776,104.019,4,82,66,3.33955,2
1RC5Mb0VhnlhnMlFDnrvE0,0.559,0.972,6,-3.524,1,0.0639,0.0198,6.47e-06,0.393,0.919,82.336,4,65,66,3.056666666666666,0
4TQeNHx85xcP9YRkvJC6K1,0.745,0.972,6,-5.598,1,0.0316,0.346,0.0,0.148,0.968,123.067,4,72,66,3.4631166666666666,2
0UVIXwqfTjefBbDyY60MWB,0.666,0.895,6,-4.667,1,0.0293,0.0147,0.0,0.439,0.83,123.716,4,60,66,2.512883333333334,0
50MfV7a1pnOEcf2t9kobxW,0.729,0.881,5,-5.024,0,0.0283,0.0231,0.0,0.0872,0.963,118.58,4,58,66,3.037783333333333,0
36xIOmGAoanZWR0kAFKRNO,0.447,0.9,8,-6.367,1,0.0702,0.0727,0.0,0.157,0.707,100.308,4,55,66,4.798883333333333,0
6wKJjrWWP4qpzYbE8oQkc4,0.748,0.903,3,-5.877,0,0.0385,0.0324,0.0,0.106,0.751,115.018,4,48,66,3.617383333333333,0
7bFstEkOysInloEcaHzMUM,0.611,0.811,11,-6.138,1,0.0363,0.0303,1.32e-05,0.103,0.61,167.513,4,47,66,4.138216666666667,0
63xdwScd1Ai1GigAwQxE8y,0.756,0.401,7,-10.702,0,0.0526,0.582,0.011,0.0541,0.514,101.954,4,78,64,3.3232666666666666,2
10vkYRKw6Jjr7try1ir50G,0.772,0.397,7,-8.585,1,0.0391,0.339,0.00541,0.0753,0.617,97.964,4,71,64,2.872,2
62r1CS9zL1FL5Ilb7hLX7n,0.786,0.418,9,-11.115,1,0.0432,0.218,0.000158,0.134,0.94,119.101,4,64,64,3.7562166666666665,0
6SMHgPgNkhe9lneNTbgtel,0.823,0.457,6,-10.961,1,0.234,0.206,0.000183,0.0763,0.735,99.163,4,64,64,5.1177166666666665,0
2GEDd9qtGXU7IvGgqTF6Uj,0.712,0.393,0,-9.538,1,0.0287,0.158,0.000588,0.0908,0.791,97.918,4,57,64,3.1939333333333333,0
49qkJtDdi3KHmENFzleve4,0.665,0.468,5,-9.558,1,0.027,0.019,0.0,0.0987,0.699,109.432,4,54,64,3.155116666666667,0
663E41fUIDEnzN7xTnFLT0,0.887,0.519,7,-7.992,1,0.107,0.0344,0.223,0.157,0.652,104.996,4,57,71,3.252283333333333,0
09kEUjIvixNShjfl3YoyWo,0.523,0.224,9,-15.686,0,0.125,0.587,0.00358,0.124,0.476,147.066,4,50,64,4.192816666666666,0
